"Time","Series1","Series2","Series3","Series4","Series5","Series6","Series7","Series8","Series9","Series10","Series11","Series12","Series13","Series14","Series15","Series16"
29,3.50511336791097,5.20809675779007,3.22165259620373,3.64822280820866,3.35178997957578,4.11236597562155,3.52676804081714,4.13808948139067,3.2063946320463,2.8831934987309,3.07024511810778,2.61957260014249,3.07450200997053,3.19290104489335,2.85227146442793,2.97321878215422
30,3.50511336791097,5.44440227705228,3.49329498209307,4.26623177826948,3.35178997957578,4.29501324896427,3.33737782525368,4.43813385187186,3.2063946320463,2.86979096240245,3.37600184861558,2.94468930022692,3.07450200997053,3.19281943645865,3.37686806865516,3.33562982807177
31,3.50511336791097,5.68070779631448,3.91377974007067,4.54049134667042,3.35178997957578,4.47766052230699,3.28349743357149,4.46357955473529,3.2063946320463,2.856388426074,3.33539370116238,2.8937096851307,3.07450200997053,3.1927522319198,3.15052609051824,3.02339609761238
32,3.50511336791097,5.91701331557669,3.37325326264206,4.00564491705024,3.35178997957578,4.66030779564971,3.27624870815324,4.50878581354078,3.2063946320463,2.84298588974555,3.09238262133428,2.81127212788922,3.07450200997053,3.19269688898791,2.80863648887433,2.88810763408914
33,3.50511336791097,5.20809675779007,3.22165259620373,3.64822280820866,3.35178997957578,4.11236597562155,3.52676804081714,4.13808948139067,3.2063946320463,2.8831934987309,3.07024511810778,2.61957260014249,3.07450200997053,3.19290104489335,2.85227146442793,2.97321878215422
34,3.50511336791097,5.44440227705228,3.49329498209307,4.26623177826948,3.35178997957578,4.29501324896427,3.33737782525368,4.43813385187186,3.2063946320463,2.86979096240245,3.37600184861558,2.94468930022692,3.07450200997053,3.19281943645865,3.37686806865516,3.33562982807177
35,3.50511336791097,5.68070779631448,3.91377974007067,4.54049134667042,3.35178997957578,4.47766052230699,3.28349743357149,4.46357955473529,3.2063946320463,2.856388426074,3.33539370116238,2.8937096851307,3.07450200997053,3.1927522319198,3.15052609051824,3.02339609761238
36,3.50511336791097,5.91701331557669,3.37325326264206,4.00564491705024,3.35178997957578,4.66030779564971,3.27624870815324,4.50878581354078,3.2063946320463,2.84298588974555,3.09238262133428,2.81127212788922,3.07450200997053,3.19269688898791,2.80863648887433,2.88810763408914
37,3.50511336791097,5.20809675779007,3.22165259620373,3.64822280820866,3.35178997957578,4.11236597562155,3.52676804081714,4.13808948139067,3.2063946320463,2.8831934987309,3.07024511810778,2.61957260014249,3.07450200997053,3.19290104489335,2.85227146442793,2.97321878215422
38,3.50511336791097,5.44440227705228,3.49329498209307,4.26623177826948,3.35178997957578,4.29501324896427,3.33737782525368,4.43813385187186,3.2063946320463,2.86979096240245,3.37600184861558,2.94468930022692,3.07450200997053,3.19281943645865,3.37686806865516,3.33562982807177
39,3.50511336791097,5.68070779631448,3.91377974007067,4.54049134667042,3.35178997957578,4.47766052230699,3.28349743357149,4.46357955473529,3.2063946320463,2.856388426074,3.33539370116238,2.8937096851307,3.07450200997053,3.1927522319198,3.15052609051824,3.02339609761238
40,3.50511336791097,5.91701331557669,3.37325326264206,4.00564491705024,3.35178997957578,4.66030779564971,3.27624870815324,4.50878581354078,3.2063946320463,2.84298588974555,3.09238262133428,2.81127212788922,3.07450200997053,3.19269688898791,2.80863648887433,2.88810763408914
41,3.50511336791097,5.20809675779007,3.22165259620373,3.64822280820866,3.35178997957578,4.11236597562155,3.52676804081714,4.13808948139067,3.2063946320463,2.8831934987309,3.07024511810778,2.61957260014249,3.07450200997053,3.19290104489335,2.85227146442793,2.97321878215422
42,3.50511336791097,5.44440227705228,3.49329498209307,4.26623177826948,3.35178997957578,4.29501324896427,3.33737782525368,4.43813385187186,3.2063946320463,2.86979096240245,3.37600184861558,2.94468930022692,3.07450200997053,3.19281943645865,3.37686806865516,3.33562982807177
43,3.50511336791097,5.68070779631448,3.91377974007067,4.54049134667042,3.35178997957578,4.47766052230699,3.28349743357149,4.46357955473529,3.2063946320463,2.856388426074,3.33539370116238,2.8937096851307,3.07450200997053,3.1927522319198,3.15052609051824,3.02339609761238
44,3.50511336791097,5.91701331557669,3.37325326264206,4.00564491705024,3.35178997957578,4.66030779564971,3.27624870815324,4.50878581354078,3.2063946320463,2.84298588974555,3.09238262133428,2.81127212788922,3.07450200997053,3.19269688898791,2.80863648887433,2.88810763408914
45,3.50511336791097,5.20809675779007,3.22165259620373,3.64822280820866,3.35178997957578,4.11236597562155,3.52676804081714,4.13808948139067,3.2063946320463,2.8831934987309,3.07024511810778,2.61957260014249,3.07450200997053,3.19290104489335,2.85227146442793,2.97321878215422
46,3.50511336791097,5.44440227705228,3.49329498209307,4.26623177826948,3.35178997957578,4.29501324896427,3.33737782525368,4.43813385187186,3.2063946320463,2.86979096240245,3.37600184861558,2.94468930022692,3.07450200997053,3.19281943645865,3.37686806865516,3.33562982807177
47,3.50511336791097,5.68070779631448,3.91377974007067,4.54049134667042,3.35178997957578,4.47766052230699,3.28349743357149,4.46357955473529,3.2063946320463,2.856388426074,3.33539370116238,2.8937096851307,3.07450200997053,3.1927522319198,3.15052609051824,3.02339609761238
48,3.50511336791097,5.91701331557669,3.37325326264206,4.00564491705024,3.35178997957578,4.66030779564971,3.27624870815324,4.50878581354078,3.2063946320463,2.84298588974555,3.09238262133428,2.81127212788922,3.07450200997053,3.19269688898791,2.80863648887433,2.88810763408914
